date,weatherDay,weatherNight,minTemp,maxTemp,windDay,windNight
2019年09月03日,晴,晴,20,33,南风 1-2级,南风 1-2级
2019年09月04日,晴,晴,19,32,南风 1-2级,南风 1-2级
2019年09月05日,晴,晴,20,33,西南风 1-2级,西南风 1-2级
2019年09月06日,晴,晴,20,33,东南风 1-2级,东南风 1-2级
2019年09月07日,晴,晴,21,34,西南风 1-2级,西南风 1-2级
2019年09月08日,晴,多云,22,35,东南风 1-2级,东南风 1-2级
2019年09月09日,小雨,小雨,21,32,东北风 3-4级,东北风 3-4级
2019年09月10日,小雨,阴,18,24,北风 1-2级,北风 1-2级
2019年09月11日,多云,多云,18,25,北风 1-2级,北风 1-2级
2019年09月12日,阴,中雨,19,25,南风 1-2级,南风 1-2级
2019年09月13日,多云,多云,18,27,西北风 3-4级,西北风 3-4级
2019年09月14日,晴,多云,17,29,南风 1-2级,南风 1-2级
2019年09月15日,晴,晴,17,28,西南风 1-2级,西南风 1-2级
2019年09月16日,晴,多云,16,27,南风 1-2级,南风 1-2级
2019年09月17日,多云,晴,15,28,西南风 1-2级,西南风 1-2级
2019年09月18日,晴,多云,14,25,西南风 1-2级,西南风 1-2级
2019年09月19日,多云,阴,16,25,西南风 3-4级,西南风 3-4级
2019年09月20日,多云,多云,16,27,东风 1-2级,东风 1-2级
2019年09月21日,多云,多云,16,27,东北风 1-2级,东北风 1-2级
2019年09月22日,晴,晴,16,27,东南风 1-2级,东南风 1-2级
2019年09月23日,晴,晴,17,30,西南风 1-2级,西南风 1-2级
2019年09月24日,晴,晴,15,31,南风 1-2级,南风 1-2级
2019年09月25日,晴,晴,15,31,南风 1-2级,南风 1-2级
2019年09月26日,晴,晴,15,30,东南风 1-2级,东南风 1-2级
2019年09月27日,晴,晴,16,29,南风 1-2级,南风 1-2级
2019年09月28日,晴,晴,17,30,西南风 1-2级,西南风 1-2级
2019年09月29日,晴,晴,18,29,南风 1-2级,南风 1-2级
2019年09月30日,多云,晴,19,30,南风 1-2级,南风 1-2级
2019年10月01日,多云,晴,18,30,南风 3-4级,南风 3-4级
2019年10月02日,晴,晴,17,29,南风 1-2级,南风 1-2级
2019年10月03日,多云,小雨,13,29,东南风 3-4级,东南风 3-4级
2019年10月04日,小雨,晴,8,15,东北风 3-4级,东北风 3-4级
2019年10月05日,晴,多云,8,19,北风 1-2级,北风 1-2级
2019年10月06日,多云,晴,9,19,西南风 1-2级,西南风 1-2级
2019年10月07日,晴,晴,10,24,西南风 3-4级,西南风 3-4级
2019年10月08日,晴,晴,9,20,西南风 1-2级,西南风 1-2级
2019年10月09日,晴,多云,12,22,南风 1-2级,南风 1-2级
2019年10月10日,多云,多云,12,21,东风 1-2级,东风 1-2级
2019年10月11日,多云,多云,13,18,东风 1-2级,东风 1-2级
2019年10月12日,阴,小雨,9,18,东风 1-2级,东风 1-2级
2019年10月13日,小雨,多云,5,13,北风 1-2级,北风 1-2级
2019年10月14日,晴,晴,3,15,北风 3-4级,北风 3-4级
2019年10月15日,晴,多云,6,17,西南风 1-2级,西南风 1-2级
2019年10月16日,阴,小雨,9,15,西南风 1-2级,西南风 1-2级
2019年10月17日,小雨,多云,7,14,北风 1-2级,北风 1-2级
2019年10月18日,晴,晴,7,18,西南风 1-2级,西南风 1-2级
2019年10月19日,多云,多云,10,20,南风 1-2级,南风 1-2级
2019年10月20日,晴,晴,7,22,北风 3-4级,北风 3-4级
2019年10月21日,晴,晴,6,20,北风 1-2级,北风 1-2级
2019年10月22日,晴,晴,7,20,北风 1-2级,北风 1-2级
2019年10月23日,多云,多云,10,21,西南风 1-2级,西南风 1-2级
2019年10月24日,小雨,多云,7,16,北风 3-4级,北风 3-4级
2019年10月25日,晴,晴,1,14,北风 3-4级,北风 3-4级
2019年10月26日,晴,晴,3,16,西南风 1-2级,西南风 1-2级
2019年10月27日,晴,晴,5,18,南风 1-2级,南风 1-2级
2019年10月28日,晴,晴,2,15,西北风 4-5级,西北风 4-5级
2019年10月29日,晴,晴,2,16,西南风 1-2级,西南风 1-2级
2019年10月30日,晴,晴,6,20,西南风 1-2级,西南风 1-2级
2019年10月31日,晴,晴,5,23,北风 1-2级,北风 1-2级
2019年11月01日,多云,小雨,8,17,东北风 1-2级,东北风 1-2级
2019年11月02日,小雨,小雨,8,14,北风 1-2级,北风 1-2级
2019年11月03日,多云,多云,4,14,东北风 1-2级,东北风 1-2级
2019年11月04日,晴,晴,5,16,西南风 1-2级,西南风 1-2级
2019年11月05日,晴,多云,6,17,南风 1-2级,南风 1-2级
2019年11月06日,多云,晴,5,16,东北风 1-2级,东北风 1-2级
2019年11月07日,晴,晴,1,12,东风 1-2级,东风 1-2级
2019年11月08日,晴,多云,2,15,西南风 1-2级,西南风 1-2级
2019年11月09日,多云,中雨,7,14,东南风 1-2级,东南风 1-2级
2019年11月10日,多云,晴,5,17,西北风 4-5级,西北风 4-5级
2019年11月11日,晴,晴,5,17,南风 1-2级,南风 1-2级
2019年11月12日,多云,多云,5,19,西风 1-2级,西风 1-2级
2019年11月13日,晴,晴,-3,8,西北风 4-5级,西北风 4-5级
2019年11月14日,晴,晴,-2,10,北风 1-2级,北风 1-2级
2019年11月15日,晴,晴,1,9,东南风 1-2级,东南风 1-2级
2019年11月16日,阴,小雨,4,9,东北风 1-2级,东北风 1-2级
2019年11月17日,多云,晴,-4,11,西北风 5-6级,西北风 5-6级
2019年11月18日,晴,晴,-5,4,西北风 3-4级,西北风 3-4级
2019年11月19日,晴,晴,-4,6,西南风 1-2级,西南风 1-2级
2019年11月20日,晴,晴,-3,8,北风 1-2级,北风 1-2级
2019年11月21日,多云,多云,-1,8,南风 1-2级,南风 1-2级
2019年11月22日,霾,多云,2,10,东南风 1-2级,东南风 1-2级
2019年11月23日,阴,多云,5,12,北风 1-2级,北风 1-2级
2019年11月24日,晴,晴,-5,5,北风 4-5级,北风 4-5级
2019年11月25日,晴,晴,-5,3,西南风 1-2级,西南风 1-2级
2019年11月26日,多云,多云,-4,4,北风 1-2级,北风 1-2级
2019年11月27日,晴,晴,-6,4,东北风 1-2级,东北风 1-2级
2019年11月28日,晴,多云,-5,3,西南风 1-2级,西南风 1-2级
2019年11月29日,小雪,小雪,-4,2,南风 1-2级,南风 1-2级
2019年11月30日,多云,晴,-5,5,西北风 3-4级,西北风 3-4级
2019年12月01日,晴,晴,-5,4,西北风 3-4级,西北风 3-4级
2019年12月02日,晴,晴,-4,4,西南风 3-4级,西南风 3-4级
2019年12月03日,晴,晴,-4,8,西南风 1-2级,西南风 1-2级
2019年12月04日,晴,晴,-4,9,西南风 1-2级,西南风 1-2级
2019年12月05日,晴,晴,-6,3,东风 1-2级,东风 1-2级
2019年12月06日,晴,晴,-5,4,西南风 1-2级,西南风 1-2级
2019年12月07日,晴,多云,-6,6,南风 1-2级,南风 1-2级
2019年12月08日,雾,多云,-5,1,西风 1-2级,西风 1-2级
2019年12月09日,霾,雾,-5,3,西南风 1-2级,西南风 1-2级
2019年12月10日,多云,晴,-4,8,西北风 4-5级,西北风 4-5级
2019年12月11日,晴,晴,-6,5,西北风 4-5级,西北风 4-5级
2019年12月12日,晴,晴,-5,5,西南风 1-2级,西南风 1-2级
2019年12月13日,晴,晴,-5,10,北风 3-4级,北风 3-4级
2019年12月14日,晴,多云,-3,5,南风 1-2级,南风 1-2级
2019年12月15日,多云,中雪,-2,3,西南风 1-2级,西南风 1-2级
2019年12月16日,小雪,多云,-3,2,西风 1-2级,西风 1-2级
2019年12月17日,晴,晴,-6,4,北风 4-5级,北风 4-5级
2019年12月18日,晴,晴,-6,2,西南风 1-2级,西南风 1-2级
2019年12月19日,晴,晴,-9,2,北风 3-4级,北风 3-4级
2019年12月20日,晴,晴,-7,2,西南风 1-2级,西南风 1-2级
2019年12月21日,多云,多云,-6,2,西南风 1-2级,西南风 1-2级
2019年12月22日,晴,晴,-5,5,北风 1-2级,北风 1-2级
2019年12月23日,多云,阴,-4,2,东南风 1-2级,东南风 1-2级
2019年12月24日,阴,多云,-6,1,南风 1-2级,南风 1-2级
2019年12月25日,多云,多云,-6,5,北风 1-2级,北风 1-2级
2019年12月26日,晴,晴,-7,4,西北风 1-2级,西北风 1-2级
2019年12月27日,晴,晴,-6,4,南风 1-2级,南风 1-2级
2019年12月28日,晴,多云,-6,4,东北风 1-2级,东北风 1-2级
2019年12月29日,多云,晴,-8,6,北风 3-4级,北风 3-4级
2019年12月30日,晴,晴,-12,-4,西北风 4-5级,西北风 4-5级
2019年12月31日,晴,晴,-10,-3,西南风 3-4级,西南风 3-4级
2020年01月01日,晴,晴,-9,1,南风 1-2级,南风 1-2级
2020年01月02日,多云,多云,-8,3,西南风 1-2级,西南风 1-2级
2020年01月03日,晴,晴,-5,6,西南风 1-2级,西南风 1-2级
2020年01月04日,晴,晴,-5,8,东北风 1-2级,东北风 1-2级
2020年01月05日,小雪,小雪,-4,3,东北风 1-2级,东北风 1-2级
2020年01月06日,多云,多云,-2,3,西北风 1-2级,西北风 1-2级
2020年01月07日,多云,晴,-4,2,北风 3-4级,北风 3-4级
2020年01月08日,晴,晴,-7,5,北风 1-2级,北风 1-2级
2020年01月09日,晴,晴,-6,5,西南风 1-2级,西南风 1-2级
2020年01月10日,晴,多云,-4,6,北风 1-2级,北风 1-2级
2020年01月11日,阴,阴,-7,1,东北风 1-2级,东北风 1-2级
2020年01月12日,晴,晴,-6,3,东北风 1-2级,东北风 1-2级
2020年01月13日,晴,晴,-7,2,北风 3-4级,北风 3-4级
2020年01月14日,晴,晴,-9,1,东北风 1-2级,东北风 1-2级
2020年01月15日,多云,多云,-7,3,西南风 1-2级,西南风 1-2级
2020年01月16日,多云,多云,-7,2,东北风 1-2级,东北风 1-2级
2020年01月17日,多云,晴,-7,3,西南风 1-2级,西南风 1-2级
2020年01月18日,多云,晴,-4,3,西南风 1-2级,西南风 1-2级
2020年01月19日,晴,晴,-4,6,西南风 1-2级,西南风 1-2级
2020年01月20日,晴,晴,-7,5,北风 1-2级,北风 1-2级
2020年01月21日,晴,晴,-6,5,南风 1-2级,南风 1-2级
2020年01月22日,晴,晴,-5,6,西南风 1-2级,西南风 1-2级
2020年01月23日,晴,晴,-6,8,北风 3-4级,北风 3-4级
2020年01月24日,晴,晴,-6,3,南风 1-2级,南风 1-2级
2020年01月25日,晴,多云,-5,5,西南风 1-2级,西南风 1-2级
2020年01月26日,阴,阴,-5,5,南风 1-2级,南风 1-2级
2020年01月27日,阴,阴,-4,4,西南风 1-2级,西南风 1-2级
2020年01月28日,霾,阴,-4,5,东北风 1-2级,东北风 1-2级
2020年01月29日,霾,霾,-6,7,西北风 1-2级,西北风 1-2级
2020年01月30日,晴,晴,-6,6,西南风 1-2级,西南风 1-2级
2020年01月31日,晴,晴,-5,7,北风 1-2级,北风 1-2级
2020年02月01日,多云,小雪,-3,5,东北风 1-2级,东北风 1-2级
2020年02月02日,小雪,晴,-7,3,西北风 3-4级,西北风 3-4级
2020年02月03日,晴,晴,-6,3,西南风 3-4级,西南风 3-4级
2020年02月04日,晴,多云,-8,1,东北风 1-2级,东北风 1-2级
2020年02月05日,小雪,小雪,-6,-2,东风 1-2级,东风 1-2级
2020年02月06日,小雪,多云,-8,-1,南风 1-2级,南风 1-2级
2020年02月07日,多云,晴,-7,3,西南风 1-2级,西南风 1-2级
2020年02月08日,晴,晴,-7,6,东北风 1-2级,东北风 1-2级
2020年02月09日,晴,晴,-5,10,西南风 1-2级,西南风 1-2级
2020年02月10日,晴,晴,-5,10,南风 1-2级,南风 1-2级
2020年02月11日,晴,雾,-3,11,南风 1-2级,南风 1-2级
2020年02月12日,霾,雾,-2,11,南风 1-2级,南风 1-2级
2020年02月13日,霾,雨夹雪,-1,9,东北风 1-2级,东北风 1-2级
2020年02月14日,中雪,小雪,-6,-1,东北风 3-4级,东北风 3-4级
2020年02月15日,晴,多云,-7,0,北风 3-4级,北风 3-4级
2020年02月16日,晴,晴,-5,4,北风 4-5级,北风 4-5级
2020年02月17日,晴,晴,-6,8,西北风 3-4级,西北风 3-4级
2020年02月18日,多云,晴,-4,10,西南风 1-2级,西南风 1-2级
2020年02月19日,晴,晴,-4,9,东北风 1-2级,东北风 1-2级
2020年02月20日,多云,阴,-3,6,东南风 1-2级,东南风 1-2级
2020年02月21日,晴,晴,-3,11,西北风 3-4级,西北风 3-4级
2020年02月22日,晴,晴,-3,10,西南风 1-2级,西南风 1-2级
2020年02月23日,晴,多云,0,11,北风 1-2级,北风 1-2级
2020年02月24日,小雨,小雨,3,10,东北风 1-2级,东北风 1-2级
2020年02月25日,多云,晴,-2,9,东南风 1-2级,东南风 1-2级
2020年02月26日,多云,阴,-2,9,南风 1-2级,南风 1-2级
2020年02月27日,雨夹雪,阴,-3,5,西南风 3-4级,西南风 3-4级
2020年02月28日,晴,多云,-1,9,西南风 1-2级,西南风 1-2级
2020年02月29日,小雨,阴,1,4,东北风 1-2级,东北风 1-2级
2020年03月01日,晴,晴,-3,11,西北风 4-5级,西北风 4-5级
2020年03月02日,小雨,小雨,-1,11,南风 3-4级,南风 3-4级
2020年03月03日,晴,晴,-3,8,西北风 4-5级,西北风 4-5级
2020年03月04日,晴,晴,-2,7,西南风 1-2级,西南风 1-2级
2020年03月05日,晴,多云,-2,10,南风 3-4级,南风 3-4级
2020年03月06日,小雨,小雨,1,10,北风 1-2级,北风 1-2级
2020年03月07日,晴,雾,1,14,南风 1-2级,南风 1-2级
2020年03月08日,小雨,小雨,5,10,北风 1-2级,北风 1-2级
2020年03月09日,多云,晴,-1,11,东南风 1-2级,东南风 1-2级
2020年03月10日,晴,晴,-4,12,西北风 3-4级,西北风 3-4级
2020年03月11日,晴,晴,1,14,西南风 1-2级,西南风 1-2级
2020年03月12日,多云,晴,-2,14,东北风 4-5级,东北风 4-5级
2020年03月13日,晴,晴,-2,10,西南风 3-4级,西南风 3-4级
2020年03月14日,晴,晴,3,15,西北风 4-5级,西北风 4-5级
2020年03月15日,晴,晴,0,17,东南风 1-2级,东南风 1-2级
2020年03月16日,晴,晴,3,15,西南风 3-4级,西南风 3-4级
2020年03月17日,晴,多云,3,20,南风 1-2级,南风 1-2级
2020年03月18日,晴,晴,5,23,西北风 5-6级,西北风 5-6级
2020年03月19日,晴,多云,4,17,西北风 3-4级,西北风 3-4级
2020年03月20日,晴,多云,7,24,西风 1-2级,西风 1-2级
2020年03月21日,晴,晴,3,18,南风 1-2级,南风 1-2级
2020年03月22日,晴,晴,7,22,西南风 3-4级,西南风 3-4级
2020年03月23日,晴,多云,6,23,东南风 3-4级,东南风 3-4级
2020年03月24日,多云,晴,5,17,南风 1-2级,南风 1-2级
2020年03月25日,多云,小雨,5,22,东南风 1-2级,东南风 1-2级
2020年03月26日,小雨,多云,2,12,北风 4-5级,北风 4-5级
2020年03月27日,晴,晴,0,13,西北风 3-4级,西北风 3-4级
2020年03月28日,晴,多云,2,14,西南风 3-4级,西南风 3-4级
2020年03月29日,多云,多云,6,17,西南风 1-2级,西南风 1-2级
2020年03月30日,多云,多云,7,18,西南风 3-4级,西南风 3-4级
2020年03月31日,小雨,多云,7,20,东北风 3-4级,东北风 3-4级
2020年04月01日,多云,晴,3,15,西南风 1-2级,西南风 1-2级
2020年04月02日,晴,晴,7,20,西南风 3-4级,西南风 3-4级
2020年04月03日,晴,晴,9,24,西南风 3-4级,西南风 3-4级
2020年04月04日,晴,晴,4,18,南风 1-2级,南风 1-2级
2020年04月05日,多云,晴,6,19,南风 1-2级,南风 1-2级
2020年04月06日,多云,多云,9,23,西南风 1-2级,西南风 1-2级
2020年04月07日,多云,晴,5,18,南风 1-2级,南风 1-2级
2020年04月08日,多云,小雨,7,17,东南风 3-4级,东南风 3-4级
2020年04月09日,小雨,多云,4,12,南风 1-2级,南风 1-2级
2020年04月10日,多云,晴,5,17,西风 1-2级,西风 1-2级
2020年04月11日,晴,晴,10,22,北风 3-4级,北风 3-4级
2020年04月12日,晴,晴,7,23,北风 3-4级,北风 3-4级
2020年04月13日,晴,晴,10,26,南风 1-2级,南风 1-2级
2020年04月14日,多云,多云,11,26,南风 1-2级,南风 1-2级
2020年04月15日,多云,中雨,11,26,南风 1-2级,南风 1-2级
2020年04月16日,浮尘,多云,11,21,西北风 4-5级,西北风 4-5级
2020年04月17日,多云,晴,8,22,北风 4-5级,北风 4-5级
2020年04月18日,多云,阴,12,22,南风 1-2级,南风 1-2级
2020年04月19日,小雨,小雨,10,23,西南风 3-4级,西南风 3-4级
2020年04月20日,晴,晴,4,17,西北风 4-5级,西北风 4-5级
2020年04月21日,晴,晴,4,15,西北风 5-6级,西北风 5-6级
2020年04月22日,晴,晴,6,16,北风 4-5级,北风 4-5级
2020年04月23日,晴,晴,7,19,西北风 3-4级,西北风 3-4级
2020年04月24日,浮尘,晴,11,28,西风 3-4级,西风 3-4级
2020年04月25日,多云,晴,9,22,西北风 3-4级,西北风 3-4级
2020年04月26日,多云,多云,8,22,东北风 1-2级,东北风 1-2级
2020年04月27日,晴,晴,11,24,西南风 3-4级,西南风 3-4级
2020年04月28日,晴,晴,16,29,西南风 3-4级,西南风 3-4级
2020年04月29日,晴,晴,15,31,南风 1-2级,南风 1-2级
2020年04月30日,晴,晴,17,33,南风 1-2级,南风 1-2级
2020年05月01日,晴,晴,21,35,南风 3-4级,南风 3-4级
2020年05月02日,晴,晴,19,34,东南风 3-4级,东南风 3-4级
2020年05月03日,雷阵雨,雷阵雨,13,28,东风 3-4级,东风 3-4级
2020年05月04日,小雨,雾,10,20,西南风 1-2级,西南风 1-2级
2020年05月05日,晴,晴,13,26,西南风 3-4级,西南风 3-4级
2020年05月06日,多云,多云,15,25,东南风 3-4级,东南风 3-4级
2020年05月07日,小雨,小雨,13,20,南风 1-2级,南风 1-2级
2020年05月08日,小雨,多云,10,17,东风 3-4级,东风 3-4级
2020年05月09日,阴,晴,13,20,西南风 1-2级,西南风 1-2级
2020年05月10日,多云,晴,14,25,西北风 4-5级,西北风 4-5级
2020年05月11日,多云,晴,13,28,西南风 4-5级,西南风 4-5级
2020年05月12日,晴,晴,12,28,西南风 3-4级,西南风 3-4级
2020年05月13日,晴,多云,18,30,南风 3-4级,南风 3-4级
2020年05月14日,多云,多云,15,30,东南风 3-4级,东南风 3-4级
2020年05月15日,多云,雷阵雨,15,26,东南风 1-2级,东南风 1-2级
2020年05月16日,浮尘,多云,13,26,西北风 3-4级,西北风 3-4级
2020年05月17日,多云,多云,14,23,南风 3-4级,南风 3-4级
2020年05月18日,多云,晴,15,27,西北风 4-5级,西北风 4-5级
2020年05月19日,晴,晴,14,29,西南风 3-4级,西南风 3-4级
2020年05月20日,多云,多云,16,29,东北风 1-2级,东北风 1-2级
2020年05月21日,雷阵雨,多云,15,23,东北风 1-2级,东北风 1-2级
2020年05月22日,多云,小雨,17,30,西北风 1-2级,西北风 1-2级
2020年05月23日,雷阵雨,多云,16,27,西北风 3-4级,西北风 3-4级
2020年05月24日,晴,晴,17,29,西南风 1-2级,西南风 1-2级
2020年05月25日,雷阵雨,多云,13,25,东北风 1-2级,东北风 1-2级
2020年05月26日,多云,多云,15,28,北风 1-2级,北风 1-2级
2020年05月27日,晴,晴,16,29,西北风 3-4级,西北风 3-4级
2020年05月28日,多云,晴,17,32,南风 1-2级,南风 1-2级
2020年05月29日,多云,多云,21,33,东南风 3-4级,东南风 3-4级
2020年05月30日,雷阵雨,雷阵雨,18,30,南风 4-5级,南风 4-5级
2020年05月31日,晴,晴,16,29,西北风 3-4级,西北风 3-4级
2020年06月01日,雷阵雨,多云,16,30,西南风 4-5级,西南风 4-5级
2020年06月02日,晴,晴,21,32,南风 3-4级,南风 3-4级
2020年06月03日,浮尘,晴,19,34,北风 3-4级,北风 3-4级
2020年06月04日,多云,多云,17,30,东南风 1-2级,东南风 1-2级
2020年06月05日,晴,晴,17,30,东南风 1-2级,东南风 1-2级
2020年06月06日,晴,多云,19,31,东南风 1-2级,东南风 1-2级
2020年06月07日,晴,晴,25,36,西南风 3-4级,西南风 3-4级
2020年06月08日,多云,多云,26,38,西南风 3-4级,西南风 3-4级
2020年06月09日,阴,雷阵雨,22,30,东北风 1-2级,东北风 1-2级
2020年06月10日,晴,晴,22,35,西南风 1-2级,西南风 1-2级
2020年06月11日,雷阵雨,雷阵雨,21,31,东北风 1-2级,东北风 1-2级
2020年06月12日,晴,多云,23,34,南风 1-2级,南风 1-2级
2020年06月13日,雷阵雨,多云,23,34,西北风 4-5级,西北风 4-5级
2020年06月14日,晴,晴,22,35,北风 1-2级,北风 1-2级
2020年06月15日,晴,晴,22,37,西南风 1-2级,西南风 1-2级
2020年06月16日,多云,多云,24,35,西南风 3-4级,西南风 3-4级
2020年06月17日,多云,阴,22,30,西南风 3-4级,西南风 3-4级
2020年06月18日,阴,多云,22,33,东风 3-4级,东风 3-4级
2020年06月19日,晴,晴,24,34,西南风 3-4级,西南风 3-4级
2020年06月20日,雷阵雨,雷阵雨,25,34,南风 3-4级,南风 3-4级
2020年06月21日,晴,晴,25,35,南风 3-4级,南风 3-4级
2020年06月22日,多云,多云,24,34,南风 3-4级,南风 3-4级
2020年06月23日,多云,多云,22,33,东南风 1-2级,东南风 1-2级
2020年06月24日,阴,雷阵雨,22,31,南风 1-2级,南风 1-2级
2020年06月25日,雷阵雨,雷阵雨,20,27,东南风 3-4级,东南风 3-4级
2020年06月26日,多云,多云,19,29,西南风 1-2级,西南风 1-2级
2020年06月27日,多云,多云,22,31,东风 1-2级,东风 1-2级
2020年06月28日,多云,雷阵雨,22,31,南风 1-2级,南风 1-2级
2020年06月29日,小雨,小雨,22,30,东北风 1-2级,东北风 1-2级
2020年06月30日,多云,多云,21,33,西南风 1-2级,西南风 1-2级
2020年07月01日,雷阵雨,雷阵雨,22,33,南风 1-2级,南风 1-2级
2020年07月02日,雷阵雨,中雨,21,27,东风 1-2级,东风 1-2级
2020年07月03日,小雨,多云,20,26,东北风 1-2级,东北风 1-2级
2020年07月04日,多云,雷阵雨,22,29,南风 3-4级,南风 3-4级
2020年07月05日,雷阵雨,多云,22,30,西南风 1-2级,西南风 1-2级
2020年07月06日,雷阵雨,多云,21,31,东南风 1-2级,东南风 1-2级
2020年07月07日,晴,多云,21,33,北风 1-2级,北风 1-2级
2020年07月08日,多云,雷阵雨,22,33,东南风 1-2级,东南风 1-2级
2020年07月09日,雷阵雨,小雨,20,26,北风 1-2级,北风 1-2级
2020年07月10日,多云,阴,22,28,西南风 1-2级,西南风 1-2级
2020年07月11日,阴,雷阵雨,22,27,东风 1-2级,东风 1-2级
2020年07月12日,雷阵雨,阴,22,27,北风 1-2级,北风 1-2级
2020年07月13日,雷阵雨,多云,22,29,北风 1-2级,北风 1-2级
2020年07月14日,多云,多云,22,31,西南风 1-2级,西南风 1-2级
2020年07月15日,多云,多云,22,32,西南风 1-2级,西南风 1-2级
2020年07月16日,多云,雷阵雨,25,33,西南风 3-4级,西南风 3-4级
2020年07月17日,雷阵雨,雷阵雨,24,31,西南风 3-4级,西南风 3-4级
2020年07月18日,雷阵雨,雷阵雨,22,30,东风 1-2级,东风 1-2级
2020年07月19日,晴,晴,20,33,北风 1-2级,北风 1-2级
2020年07月20日,晴,晴,24,35,西南风 1-2级,西南风 1-2级
2020年07月21日,晴,多云,22,34,南风 3-4级,南风 3-4级
2020年07月22日,多云,多云,22,34,东南风 1-2级,东南风 1-2级
2020年07月23日,多云,多云,22,34,东风 1-2级,东风 1-2级
2020年07月24日,晴,晴,24,37,西南风 1-2级,西南风 1-2级
2020年07月25日,多云,多云,26,35,西南风 1-2级,西南风 1-2级
2020年07月26日,小雨,中雨,23,27,南风 1-2级,南风 1-2级
2020年07月27日,雷阵雨,雷阵雨,21,25,西南风 1-2级,西南风 1-2级
2020年07月28日,雷阵雨,雷阵雨,22,30,西南风 1-2级,西南风 1-2级
2020年07月29日,多云,多云,24,31,西南风 1-2级,西南风 1-2级
2020年07月30日,多云,多云,25,33,西南风 1-2级,西南风 1-2级
2020年07月31日,雷阵雨,阴,24,33,南风 1-2级,南风 1-2级
2020年08月01日,雷阵雨,雷阵雨,25,32,西南风 1-2级,西南风 1-2级
2020年08月02日,雷阵雨,雷阵雨,22,33,东风 3-4级,东风 3-4级
2020年08月03日,多云,晴,24,35,南风 1-2级,南风 1-2级
2020年08月04日,多云,多云,26,36,北风 1-2级,北风 1-2级
2020年08月05日,雷阵雨,阴,25,32,东北风 1-2级,东北风 1-2级
2020年08月06日,小雨,多云,23,32,南风 1-2级,南风 1-2级
2020年08月07日,多云,多云,22,32,东南风 1-2级,东南风 1-2级
2020年08月08日,阴,多云,23,32,西风 1-2级,西风 1-2级
2020年08月09日,多云,雷阵雨,22,33,西南风 1-2级,西南风 1-2级
2020年08月10日,雷阵雨,多云,22,31,东北风 1-2级,东北风 1-2级
2020年08月11日,多云,雷阵雨,25,33,西南风 1-2级,西南风 1-2级
2020年08月12日,中雨,大雨,22,29,东南风 3-4级,东南风 3-4级
2020年08月13日,晴,晴,21,33,西南风 1-2级,西南风 1-2级
2020年08月14日,晴,多云,23,33,西南风 1-2级,西南风 1-2级
2020年08月15日,阴,雷阵雨,23,30,西南风 1-2级,西南风 1-2级
2020年08月16日,雷阵雨,雷阵雨,22,28,西南风 1-2级,西南风 1-2级
2020年08月17日,多云,多云,23,28,西南风 1-2级,西南风 1-2级
2020年08月18日,阴,小雨,23,29,西北风 3-4级,西北风 3-4级
2020年08月19日,雷阵雨,雷阵雨,24,26,东北风 1-2级,东北风 1-2级
2020年08月20日,多云,多云,23,27,东南风 1-2级,东南风 1-2级
2020年08月21日,晴,晴,23,28,南风 1-2级,南风 1-2级
2020年08月22日,多云,多云,19,28,西南风 1-2级,西南风 1-2级
2020年08月23日,小雨,大雨,21,28,南风 1-2级,南风 1-2级
2020年08月24日,小雨,晴,21,32,北风 1-2级,北风 1-2级
2020年08月25日,晴,多云,22,32,南风 1-2级,南风 1-2级
2020年08月26日,多云,多云,22,29,东风 1-2级,东风 1-2级
2020年08月27日,多云,多云,19,31,东南风 1-2级,东南风 1-2级
2020年08月28日,多云,多云,22,30,南风 1-2级,南风 1-2级
2020年08月29日,小雨,阴,23,30,东南风 1-2级,东南风 1-2级
2020年08月30日,阴,小雨,22,30,东南风 1-2级,东南风 1-2级
2020年08月31日,小雨,晴,19,27,北风 1-2级,北风 1-2级
2020年09月01日,雷阵雨,雷阵雨,20,32,西风 1-2级,西风 1-2级
2020年09月02日,多云,多云,19,29,西北风 3-4级,西北风 3-4级
2020年09月03日,多云,多云,17,28,北风 1-2级,北风 1-2级
2020年09月04日,多云,小雨,17,29,西南风 1-2级,西南风 1-2级
2020年09月05日,多云,多云,19,30,东北风 1-2级,东北风 1-2级
2020年09月06日,多云,阴,20,30,东南风 1-2级,东南风 1-2级
2020年09月07日,雷阵雨,多云,21,30,北风 3-4级,北风 3-4级
2020年09月08日,多云,多云,19,30,西北风 1-2级,西北风 1-2级
2020年09月09日,晴,多云,18,30,北风 1-2级,北风 1-2级
2020年09月10日,小雨,多云,18,25,北风 1-2级,北风 1-2级
2020年09月11日,多云,小雨,19,26,东北风 1-2级,东北风 1-2级
2020年09月12日,小雨,小雨,18,26,东风 3-4级,东风 3-4级
2020年09月13日,小雨,小雨,19,27,南风 1-2级,南风 1-2级
2020年09月14日,阴,中雨,19,24,西南风 1-2级,西南风 1-2级
2020年09月15日,雷阵雨,多云,17,24,西风 3-4级,西风 3-4级
2020年09月16日,晴,晴,14,26,西风 1-2级,西风 1-2级
2020年09月17日,晴,晴,13,26,西风 3-4级,西风 3-4级
2020年09月18日,晴,晴,12,26,北风 1-2级,北风 1-2级
2020年09月19日,晴,晴,14,28,西南风 1-2级,西南风 1-2级
2020年09月20日,晴,多云,15,25,南风 1-2级,南风 1-2级
